"subject" "activity" "featDomain" "featAcceleration" "featInstrument" "featJerk" "featMagnitude" "featVariable" "featAxis" "count" "average"
22 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 48 -0.981025105625
22 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 48 -0.984792185
22 "LAYING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 48 -0.975110196458333
22 "LAYING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 48 -0.975121387916667
22 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 48 -0.985813630833333
22 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 48 -0.982768250416667
22 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 48 -0.986197134583333
22 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 48 -0.987250255833333
22 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 48 -0.984987392916667
22 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 48 -0.989345368541667
22 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 48 -0.985374114791667
22 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 48 -0.984568489166667
22 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 46 -0.0454706620434783
22 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 46 -0.0599286797043478
22 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 46 0.0412277462173913
22 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 46 -0.985742027826087
22 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 46 -0.978919526956522
22 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 46 -0.959803708695652
22 "SITTING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 46 -0.946035087173913
22 "SITTING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 46 -0.961313624130435
22 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 46 -0.0936328412826087
22 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 46 -0.0415602029130435
22 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 46 -0.04358509665
22 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 46 -0.989709023043478
22 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 46 -0.990889614782609
22 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 46 -0.985542325652174
22 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 46 -0.991081493913044
22 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 46 -0.989594919565217
22 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 46 0.27708735173913
22 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 46 -0.0156879937282609
22 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 46 -0.109218272456522
22 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 46 -0.986822279565217
22 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 46 -0.950704499130435
22 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 46 -0.95982817173913
22 "SITTING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 46 -0.967893623913043
22 "SITTING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 46 -0.953081444130435
22 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 46 0.0722564387173913
22 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 46 0.0116954511323913
22 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 46 0.00760546929869565
22 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 46 -0.988055854130435
22 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 46 -0.977983955434783
22 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 46 -0.98751821173913
22 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 46 -0.986774713043478
22 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 46 -0.984475868043478
22 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 46 0.940477273043478
22 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 46 -0.105630024498783
22 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 46 0.19872676876087
22 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 46 -0.979988760869565
22 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 46 -0.956750273043478
22 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 46 -0.954415873043478
22 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 46 -0.967893623913043
22 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 46 -0.953081444130435
22 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 46 -0.982621389565217
22 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 46 -0.982100923695652
22 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 46 -0.959814822391304
22 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 46 -0.986808501521739
22 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 46 -0.977356188695652
22 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 46 -0.963522659782609
22 "SITTING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 46 -0.971840596086956
22 "SITTING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 46 -0.961385745217391
22 "SITTING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 46 -0.989861950869565
22 "SITTING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 46 -0.989632908913043
22 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 46 -0.985803840652174
22 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 46 -0.957343498478261
22 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 46 -0.970162172608696
22 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 46 -0.98736209
22 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 46 -0.950073754130435
22 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 46 -0.956862864130435
22 "SITTING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 46 -0.96127374826087
22 "SITTING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 46 -0.955575602173913
22 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 46 -0.987848793695652
22 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 46 -0.977139702826087
22 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 46 -0.985129050217391
22 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 46 -0.989459107391304
22 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 46 -0.980804228478261
22 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 46 -0.988570804130435
22 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 46 -0.983874698913043
22 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 46 -0.984124185869565
22 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 54 -0.0238623875712963
22 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 54 -0.0820396577592593
22 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 54 0.0878351695481482
22 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 54 -0.972998629814815
22 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 54 -0.971441996481482
22 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 54 -0.964856701851852
22 "STANDING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 54 -0.963466341851852
22 "STANDING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 54 -0.95394338037037
22 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 54 -0.105562157888889
22 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 54 -0.042241953537037
22 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 54 -0.0546539479425926
22 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 54 -0.979324000740741
22 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 54 -0.983447258518518
22 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 54 -0.973610118333333
22 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 54 -0.983951904259259
22 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 54 -0.977204427777778
22 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 54 0.277911472222222
22 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 54 -0.0184208270166667
22 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 54 -0.105908536055556
22 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 54 -0.987271889259259
22 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 54 -0.957304989259259
22 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 54 -0.949741851296296
22 "STANDING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 54 -0.965875181296296
22 "STANDING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 54 -0.957874965
22 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 54 0.0747588597592593
22 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 54 0.0103291774794444
22 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 54 -0.00837158846722222
22 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 54 -0.981085715555555
22 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 54 -0.97105943962963
22 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 54 -0.982841446481481
22 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 54 -0.980489077407407
22 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 54 -0.976675280185185
22 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 54 0.896928566851852
22 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 54 -0.370062696851852
22 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 54 0.129747161222222
22 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 54 -0.986685818703704
22 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 54 -0.97419442037037
22 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 54 -0.945927078703704
22 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 54 -0.965875181296296
22 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 54 -0.957874965
22 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 54 -0.967037112037037
22 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 54 -0.972576152962963
22 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 54 -0.960627696111111
22 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 54 -0.97498812462963
22 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 54 -0.97103605037037
22 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 54 -0.969754295740741
22 "STANDING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 54 -0.961775904814815
22 "STANDING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 54 -0.956788725740741
22 "STANDING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 54 -0.977849827407407
22 "STANDING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 54 -0.977754298148148
22 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 54 -0.983946739814815
22 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 54 -0.959871697407407
22 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 54 -0.962471195740741
22 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 54 -0.989056469814815
22 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 54 -0.957908842222222
22 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 54 -0.946433583518519
22 "STANDING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 54 -0.964052166481481
22 "STANDING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 54 -0.960519381481482
22 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 54 -0.980973241666667
22 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 54 -0.970851337962963
22 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 54 -0.979775152037037
22 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 54 -0.983007923703704
22 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 54 -0.973520241111111
22 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 54 -0.984599905185185
22 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 54 -0.977065295555556
22 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 54 -0.97516046
22 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 59 -0.0530258157347458
22 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 59 -0.0482382316949153
22 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 59 0.0828336633220339
22 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 59 -0.561550255762712
22 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 59 -0.53845366779661
22 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 59 -0.481085535084746
22 "WALKING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 59 -0.446549092881356
22 "WALKING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 59 -0.553019916271186
22 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 59 -0.0818833429152542
22 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 59 -0.0538299449067797
22 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 59 -0.0514939156830508
22 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 59 -0.389549831525424
22 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 59 -0.634140436101695
22 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 59 -0.435492677288136
22 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 59 -0.547911950338983
22 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 59 -0.557798151355932
22 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 59 0.276426586440678
22 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 59 -0.0185949199145763
22 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 59 -0.105500357966102
22 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 59 -0.423642838474576
22 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 59 -0.0780912533118644
22 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 59 -0.425257524915254
22 "WALKING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 59 -0.290407593728814
22 "WALKING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 59 -0.422544169322034
22 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 59 0.0618080696279661
22 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 59 0.0182492679288136
22 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 59 0.0078953370661017
22 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 59 -0.277530462620339
22 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 59 -0.0166022362847458
22 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 59 -0.586090418983051
22 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 59 -0.281424153881356
22 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 59 -0.164150985127119
22 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 59 0.91301733338983
22 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 59 -0.34660709
22 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 59 0.0847270871186441
22 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 59 -0.972693201355932
22 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 59 -0.972116879661017
22 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 59 -0.972072847627119
22 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 59 -0.290407593728814
22 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 59 -0.422544169322034
22 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 59 -0.429713536101695
22 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 59 -0.55477211220339
22 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 59 -0.396659907457627
22 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 59 -0.604053019152542
22 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 59 -0.533046952542373
22 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 59 -0.559856635084746
22 "WALKING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 59 -0.530704814745763
22 "WALKING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 59 -0.651792839661017
22 "WALKING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 59 -0.583249293389831
22 "WALKING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 59 -0.558104554745763
22 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 59 -0.346048161016949
22 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 59 -0.0219048103322034
22 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 59 -0.453806369830508
22 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 59 -0.457651383728814
22 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 59 -0.16921968620339
22 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 59 -0.455222146440678
22 "WALKING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 59 -0.324289427932203
22 "WALKING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 59 -0.577105211694915
22 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 59 -0.304615322881356
22 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 59 -0.0787640836610169
22 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 59 -0.554956709661017
22 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 59 -0.31431306340678
22 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 59 -0.0153329520084746
22 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 59 -0.615898188474576
22 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 59 -0.169064352813559
22 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 59 -0.164091969449153
22 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 49 -0.102151735
22 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 49 -0.0116067002857143
22 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 49 0.0986396371142857
22 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 49 -0.314018541028571
22 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 49 -0.408426870816327
22 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 49 -0.273014079020408
22 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 49 -0.154229337423061
22 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 49 -0.27584587622449
22 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 49 -0.0428276782244898
22 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 49 -0.051799555722449
22 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 49 -0.0663332614979592
22 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 49 -0.250746545102041
22 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 49 -0.473204261265306
22 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 49 -0.223711878255102
22 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 49 -0.414314471020408
22 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 49 -0.350488422530612
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 49 0.281972618346939
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 49 -0.0232726676387755
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 49 -0.116650855877551
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 49 0.0486293550795918
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 49 0.260485990830612
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 49 -0.102816701836735
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 49 0.0908402087020408
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 49 0.216587961016327
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 49 0.121825029832041
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 49 -0.00974833690408163
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 49 -0.0216495682346939
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 49 0.139151912942857
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 49 0.12715662402449
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 49 -0.341664036326531
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 49 -0.000583153316326532
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 49 0.228417648387755
22 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 49 0.865853443877551
22 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 49 -0.315341472979592
22 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 49 -0.0375882815265306
22 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 49 -0.941272512653061
22 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 49 -0.938610620816327
22 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 49 -0.927646435510204
